11	8,1,9;2,1,6;1,1,7;9,2,9;7,3,8;13,3,8;14,4,10;3,5,6;15,6,9;0,7,8;23,7,7;24,7,6;6,8,8;27,8,7;28,9,10;18,11,9;16,11,9;26,12,6;21,13,8;38,13,9;31,14,9;42,14,6;25,15,6;41,16,7;39,17,6;44,17,10;36,18,7;40,20,6;30,21,9;50,21,8;59,22,6;47,22,8;37,24,7;49,24,8;56,24,9;53,25,7;45,26,10;57,27,7;55,30,9;51,32,7
12	8,1,6;12,1,9;14,2,9;13,2,6;11,3,8;10,4,10;3,4,8;4,4,10;1,5,9;15,5,7;6,7,10;19,9,9;27,9,8;16,10,7;24,10,7;17,11,7;21,11,8;28,13,6;23,13,6;25,14,9;31,15,9;36,15,7;32,16,9;33,17,6;34,17,7;39,18,7;37,18,6;38,19,6;40,19,8;54,19,9;44,20,10;46,20,6;49,21,7;50,21,7;47,22,7;59,22,8;53,22,9;57,25,9;56,26,8;45,29,6
13	11,1,8;8,1,10;10,2,6;9,3,9;0,4,6;13,4,10;7,6,8;2,7,8;1,8,9;27,8,9;6,9,6;22,10,6;16,10,8;21,11,8;25,12,6;17,12,9;28,13,9;24,16,10;20,17,6;34,17,6;40,18,6;39,18,10;30,19,8;23,20,9;42,20,6;38,21,8;36,22,6;31,24,8;35,24,6;37,25,7;45,25,10;50,26,6;47,26,9;55,27,10;49,28,6;52,28,8;56,29,9;51,31,6;57,32,6;59,37,9
14	0,1,7;12,1,7;11,2,10;1,3,6;4,4,8;6,4,10;9,5,10;10,5,6;7,6,10;14,7,6;27,7,10;22,7,7;16,8,7;17,8,10;29,11,7;28,11,7;23,11,8;25,13,6;31,13,6;24,14,8;18,15,10;43,16,9;30,16,6;34,17,7;35,17,7;40,17,7;32,18,7;41,19,6;38,19,7;37,20,10;49,20,8;58,21,8;47,22,8;45,23,7;56,23,6;53,24,7;54,24,8;46,25,7;59,26,6;52,31,8
15	11,1,7;13,1,6;9,1,9;1,2,9;6,3,6;8,3,7;5,4,7;4,4,7;14,5,7;22,5,8;2,7,9;20,8,10;15,8,7;17,9,8;19,9,9;21,11,7;28,11,6;18,11,7;29,12,6;42,12,7;39,13,6;26,14,7;31,14,7;36,15,10;30,16,7;38,16,10;37,17,10;33,17,9;55,17,8;43,18,6;56,19,6;54,20,7;41,21,7;50,21,8;47,21,10;46,22,7;49,22,6;45,23,9;53,26,6;52,28,10
16	3,1,8;1,1,8;4,3,8;11,4,8;9,4,10;10,5,7;13,6,10;2,6,6;6,7,7;23,7,8;28,9,10;15,10,10;0,11,8;21,11,7;24,12,8;19,12,9;20,12,9;17,13,6;22,15,9;36,15,10;16,16,8;38,16,6;34,16,6;43,17,10;37,17,6;32,18,10;41,19,10;35,20,7;40,21,6;46,21,9;44,22,9;57,22,7;53,23,8;55,23,6;45,24,8;58,25,8;52,26,10;56,26,6;50,28,10;59,31,7
17	7,1,9;5,1,10;10,2,9;0,3,6;6,3,7;13,4,7;9,4,7;1,5,9;2,6,8;14,7,9;27,7,10;17,8,6;15,8,7;16,9,9;19,10,10;22,11,9;29,12,7;23,12,6;25,14,6;26,15,7;41,15,10;30,16,10;33,17,6;39,17,9;32,17,10;44,18,9;37,19,7;38,21,6;55,22,7;35,23,10;59,23,8;34,24,9;45,25,9;52,25,7;46,26,6;51,27,9;47,28,6;58,29,6;56,30,6;54,31,10
18	11,1,10;7,1,7;10,1,8;8,2,7;5,2,7;3,3,8;4,4,10;9,5,10;6,5,9;18,5,7;25,8,7;13,9,9;26,9,9;23,9,8;29,11,6;22,11,7;19,12,9;21,13,6;24,14,9;28,15,10;43,15,10;30,16,8;35,16,10;39,16,7;40,19,7;37,20,9;34,21,7;38,21,6;31,22,7;45,23,7;50,24,10;59,24,7;32,25,7;51,25,10;52,25,6;56,26,7;47,26,9;55,27,10;57,28,8;46,29,6
19	2,1,8;4,1,6;12,2,10;0,2,10;9,5,6;11,6,8;13,6,10;14,6,9;10,7,8;25,7,8;6,8,6;15,8,8;28,8,10;17,9,7;24,9,7;19,10,10;20,11,8;29,11,7;21,13,6;22,14,8;33,15,6;32,15,7;37,17,7;41,17,10;40,18,7;34,18,10;38,18,10;43,19,7;42,19,6;58,19,9;39,21,6;45,22,6;47,22,8;48,23,10;54,24,9;52,24,6;51,25,8;57,25,8;55,26,8;59,27,9
20	
21	7,1,10;5,1,8;12,2,8;1,2,9;4,4,9;13,5,10;10,5,9;6,6,6;9,7,6;19,7,9;28,8,7;24,9,8;14,11,9;15,11,6;26,13,8;29,13,8;27,13,6;16,14,7;34,14,6;22,15,8;38,15,9;21,16,8;41,16,10;35,16,10;44,19,7;32,19,7;42,19,6;30,20,7;39,20,6;36,21,9;48,21,10;54,21,8;58,23,9;45,23,8;51,25,8;50,26,7;56,27,9;55,27,6;47,28,9;53,30,9
22	14,1,6;10,1,9;5,2,10;12,4,7;9,6,6;11,8,10;8,8,8;0,9,10;1,10,8;17,10,6;27,11,6;13,13,8;23,13,10;18,13,9;26,14,6;28,14,8;22,16,10;25,16,8;29,17,6;42,19,9;38,20,6;39,20,6;24,22,8;40,22,8;43,23,9;32,24,8;34,24,9;41,25,10;59,25,6;35,26,10;57,26,10;51,27,9;46,27,9;50,28,8;56,28,8;58,29,6;55,29,8;37,31,10;45,31,10;52,32,8
23	11,1,8;12,1,8;5,1,9;13,4,10;9,4,10;8,5,6;1,6,10;10,6,7;29,6,9;2,7,8;19,7,9;6,9,8;15,9,9;17,10,6;22,12,6;25,13,9;20,14,6;24,14,6;32,14,9;35,16,10;27,17,7;39,17,8;44,17,10;16,18,10;42,19,7;37,20,6;36,20,8;31,20,10;34,21,9;53,21,10;49,22,10;38,23,7;51,24,10;56,25,6;47,25,8;46,26,8;54,26,10;50,27,10;48,28,7;52,31,10
24	10,1,10;5,2,10;13,3,8;0,4,9;6,4,7;7,5,8;3,6,7;4,6,10;1,7,7;17,7,6;8,8,10;27,8,10;21,8,10;24,9,7;22,9,7;28,9,8;18,10,6;16,10,9;26,13,8;43,14,10;20,15,6;34,16,10;41,16,7;40,17,6;35,17,8;38,18,6;30,19,7;36,19,10;39,20,8;56,21,10;31,22,8;54,22,8;47,23,7;49,24,8;55,24,6;53,25,6;58,26,8;46,26,8;48,27,6;57,32,10
25	2,1,10;6,3,10;1,4,10;13,4,6;3,5,9;11,5,6;4,5,10;8,6,10;24,6,10;0,7,7;27,7,7;5,8,7;15,8,7;26,9,7;16,10,7;25,10,8;21,11,8;28,11,8;17,12,8;20,13,7;38,14,9;40,14,8;43,15,6;42,15,9;31,16,6;44,17,9;36,18,9;37,19,8;50,19,8;33,20,7;47,20,8;54,21,10;53,21,6;35,22,10;46,22,9;56,23,7;59,24,7;58,25,6;52,28,10;48,29,7
26	10,2,6;1,2,7;12,3,7;6,4,6;2,4,10;0,6,8;13,6,6;9,7,7;8,7,8;26,8,7;21,8,8;4,9,7;28,9,7;19,10,6;15,11,9;20,12,10;16,12,8;18,13,9;17,14,9;39,14,7;30,15,8;43,16,7;36,16,9;27,17,8;31,17,8;35,18,8;38,19,6;33,19,8;44,20,8;57,20,7;55,21,7;51,21,6;40,22,10;49,22,9;53,23,6;56,23,6;48,25,6;59,26,10;46,27,9;47,29,9
27	11,1,10;8,2,10;1,2,6;9,3,8;12,3,10;10,4,10;7,4,7;4,5,8;3,5,10;0,6,7;22,7,8;28,9,10;27,10,9;18,10,6;25,10,8;16,11,9;17,11,10;23,12,10;19,13,10;32,13,8;41,14,10;24,15,8;44,16,7;38,17,6;42,17,9;33,18,7;39,18,6;31,20,9;35,20,6;45,20,9;36,22,8;51,22,6;53,23,6;59,23,6;50,24,9;58,24,9;49,25,9;46,25,7;57,26,7;56,28,7
28	6,1,10;7,2,9;12,2,6;5,4,7;4,4,6;9,5,7;13,5,7;1,6,7;14,7,9;28,8,6;15,9,8;8,10,10;20,10,9;27,12,7;16,12,10;21,13,8;22,13,7;23,14,8;41,14,8;25,15,6;18,16,6;44,17,10;37,18,9;31,19,9;30,20,9;36,21,7;39,22,9;43,22,6;34,23,6;42,24,9;59,24,7;45,24,9;54,25,8;53,26,7;51,26,9;49,27,7;52,27,8;56,28,7;47,29,6;46,30,10
29	3,2,9;7,2,6;14,3,7;2,4,9;4,5,10;13,6,10;0,6,10;1,7,8;8,8,9;20,8,6;22,9,8;21,10,9;29,10,8;25,11,8;27,12,8;11,13,6;18,14,6;17,14,8;28,16,9;44,16,8;15,17,9;31,19,10;35,21,10;32,21,8;38,21,8;36,23,6;41,24,6;37,25,10;56,25,9;30,27,9;53,27,7;33,29,8;54,30,6;48,30,9;55,31,10;45,31,10;47,32,7;49,33,6;58,33,7;50,36,8
30	5,1,9;2,2,7;1,3,8;4,3,7;11,4,9;10,4,10;9,5,7;7,6,10;25,6,7;0,7,9;18,8,10;19,9,9;21,10,6;26,10,6;12,11,10;28,13,9;23,13,10;27,14,7;17,14,9;30,15,9;35,15,6;22,16,10;41,16,6;42,17,10;38,18,10;33,19,10;36,19,8;39,20,6;58,20,6;44,21,10;46,22,9;45,22,8;43,23,7;49,23,6;52,23,6;56,25,10;57,25,10;47,26,8;59,27,8;54,29,6
31	13,1,7;7,1,8;10,2,8;6,2,7;5,3,6;4,3,10;2,4,10;8,4,10;14,5,6;24,5,6;15,8,10;21,9,10;22,9,6;16,10,10;1,11,6;19,11,9;29,11,7;17,12,6;27,12,10;37,13,7;35,14,9;31,15,8;39,16,9;38,17,7;34,17,8;26,18,10;43,18,6;33,18,6;44,19,10;57,19,7;55,20,6;48,21,6;53,21,10;42,22,6;52,22,10;49,23,7;46,23,9;56,23,10;51,25,9;59,27,10
32	4,1,10;6,1,6;0,1,7;5,2,6;14,2,9;2,3,10;7,4,9;8,4,6;27,4,7;11,5,9;3,7,8;17,7,7;19,7,8;28,11,9;16,12,6;23,13,10;21,13,7;18,14,9;25,14,9;26,16,10;43,16,9;38,17,8;39,18,7;36,18,7;40,19,7;35,19,8;34,21,6;30,22,9;37,23,7;55,23,7;41,24,7;54,24,8;58,26,8;45,27,6;56,27,10;48,28,8;50,29,10;53,30,10;52,32,7;51,39,8
33	13,1,10;7,2,8;8,3,9;6,3,10;14,4,6;10,4,10;12,5,9;3,5,6;26,5,6;0,6,9;18,7,8;23,8,8;27,9,9;4,10,8;15,10,6;20,11,6;28,11,6;24,12,6;39,12,10;25,14,10;35,14,7;21,15,7;43,15,6;32,16,7;38,17,6;40,18,10;36,19,10;34,20,7;44,20,7;50,20,7;30,21,7;59,22,9;49,23,7;47,24,9;58,24,8;56,25,7;46,25,9;54,27,8;57,28,9;55,29,6
34	7,2,6;5,2,8;3,2,6;2,3,10;6,3,6;12,4,6;4,5,7;13,5,8;15,5,7;16,6,10;11,7,9;22,7,8;14,8,9;25,8,7;28,9,10;19,11,7;27,12,9;29,12,10;20,13,9;34,14,9;30,15,10;26,16,9;42,16,6;32,18,7;38,19,6;37,20,10;43,20,10;33,20,10;36,21,6;47,21,9;45,21,6;54,22,10;55,22,9;50,23,9;56,26,7;51,26,8;41,27,6;57,27,10;48,28,7;53,29,6
35	6,1,7;4,1,8;13,1,8;7,2,10;14,2,8;9,2,6;3,4,6;10,4,6;16,5,8;23,6,6;1,7,6;15,8,6;5,9,10;28,9,9;29,9,10;18,12,8;21,13,7;26,13,9;25,14,7;30,15,10;24,16,10;37,16,6;35,17,10;36,17,6;31,18,8;32,18,8;42,20,10;39,20,8;41,21,7;48,21,8;50,21,8;45,23,6;54,23,10;34,24,9;47,24,6;56,25,8;58,25,7;57,27,9;49,29,6;52,30,8
36	8,1,7;6,2,10;13,2,9;14,3,8;5,3,6;11,4,8;0,4,8;9,4,8;4,5,6;22,5,9;3,7,6;16,7,9;18,8,9;28,9,10;29,9,9;25,10,6;24,10,7;23,11,6;35,12,9;20,13,7;32,15,8;31,16,10;37,16,6;17,17,8;36,18,10;38,18,10;33,18,6;34,19,7;30,20,7;58,20,8;39,21,7;59,22,9;47,22,8;46,23,8;57,23,10;48,24,10;52,25,9;49,25,9;55,26,10;54,27,10
37	6,1,9;12,1,8;1,2,6;10,2,8;9,3,7;13,3,7;3,4,6;8,4,10;29,4,7;4,5,7;17,7,8;20,7,8;11,8,6;24,8,8;16,9,6;15,9,6;23,11,7;19,12,7;18,13,10;34,13,8;41,14,6;39,15,8;27,16,6;36,17,9;37,18,9;40,18,7;30,18,6;33,19,10;44,20,9;54,20,7;45,20,10;35,21,9;51,22,7;47,23,6;58,23,8;48,24,6;49,24,10;59,25,9;53,26,8;57,28,6
38	5,1,10;1,2,8;12,2,7;3,2,10;8,3,6;4,4,7;10,5,7;6,5,10;14,6,8;2,7,6;19,7,10;16,8,9;29,8,6;25,9,9;18,9,6;23,10,10;27,10,10;17,11,8;22,12,10;26,13,7;41,14,10;36,14,8;33,15,8;30,15,7;38,15,8;32,17,6;43,18,6;39,19,7;31,20,10;49,20,10;57,20,6;48,21,7;46,21,9;56,22,9;35,23,7;55,23,8;59,23,9;58,25,7;54,26,6;53,27,6
39	10,1,7;11,2,8;8,2,10;7,3,10;0,3,6;1,5,8;4,6,9;14,7,10;5,7,7;13,8,6;25,8,10;23,8,6;17,9,7;16,9,6;21,11,6;28,11,6;20,12,10;29,16,7;44,17,10;24,18,10;22,19,9;33,19,8;43,20,10;41,20,9;34,21,8;40,21,9;38,22,9;30,23,7;37,24,8;54,24,7;42,25,9;55,25,8;56,25,7;48,26,10;59,27,8;50,27,6;49,27,8;57,28,6;47,29,6;51,31,7
40	3,2,8;7,2,7;6,3,9;4,3,9;13,3,7;11,4,8;9,5,10;5,5,6;1,6,6;20,6,8;10,7,6;23,7,8;29,8,9;16,8,7;25,9,7;22,10,6;26,11,10;19,11,10;36,11,8;27,13,9;33,13,6;40,14,6;35,14,7;30,15,6;28,16,8;37,16,8;31,16,7;34,17,10;50,17,9;32,20,6;46,20,6;59,21,6;55,22,7;43,23,9;47,23,8;49,24,8;56,25,6;52,26,10;51,26,9;58,27,7
41	9,2,10;14,2,8;13,3,6;11,3,7;0,4,8;5,4,9;4,5,7;2,5,6;25,6,8;6,7,10;17,7,9;27,7,7;3,8,10;29,8,6;21,9,10;26,9,6;18,9,10;24,10,6;20,11,9;19,13,8;44,13,7;43,13,6;35,14,9;32,14,10;30,15,7;38,15,8;34,16,9;33,17,7;40,18,7;54,19,8;39,20,6;53,20,9;52,21,9;57,23,8;59,24,7;48,24,9;49,25,6;47,25,8;56,26,8;50,27,7
42	11,1,7;9,1,6;3,1,6;10,2,7;12,2,7;6,2,6;14,3,7;2,4,8;5,4,7;25,4,6;7,8,8;17,8,9;19,9,9;16,10,10;18,10,9;24,11,7;27,11,10;26,13,9;21,14,9;36,14,10;33,14,10;28,15,6;35,15,7;30,16,6;37,17,6;34,17,8;42,17,10;32,19,8;31,20,9;59,20,8;51,22,8;50,23,6;52,24,7;57,25,8;44,26,7;56,27,8;58,27,10;49,28,8;48,29,6;45,30,9
43	0,1,7;3,1,8;9,2,7;6,3,7;1,4,7;13,5,8;2,5,7;12,6,7;7,7,9;18,7,8;25,7,10;10,9,9;29,9,10;16,10,8;19,10,6;20,11,10;28,11,10;26,12,10;22,13,10;23,14,7;37,15,10;32,15,7;44,16,6;38,17,6;43,18,8;39,18,7;33,19,8;31,20,7;30,21,7;54,21,8;41,22,10;50,22,6;45,23,9;52,23,6;56,24,9;59,24,10;46,25,10;49,26,6;51,27,6;47,29,8
44	5,1,9;13,1,10;3,2,7;6,3,9;4,3,9;8,3,7;0,4,8;11,4,7;10,5,10;19,5,9;2,7,7;22,7,7;23,8,6;28,8,6;26,8,6;17,9,10;15,10,6;25,10,7;35,10,10;27,11,7;16,13,10;38,13,8;39,14,10;32,14,7;43,15,8;30,16,6;31,17,10;37,17,10;34,19,10;49,19,6;46,19,7;36,20,10;57,21,7;55,22,10;52,22,6;50,23,9;54,23,10;51,24,6;48,26,7;59,27,10
45	4,1,7;5,1,7;13,1,6;9,2,6;7,3,9;12,3,9;3,5,10;1,5,10;10,6,10;25,6,6;23,7,9;14,8,6;19,8,7;21,9,7;28,9,9;16,10,7;29,10,9;24,10,6;26,11,6;34,11,10;43,13,9;42,13,6;20,14,8;44,15,8;35,16,7;36,17,9;32,17,9;38,18,7;40,19,7;45,20,6;55,20,10;54,21,8;30,22,6;59,23,10;52,23,7;57,24,10;46,24,6;53,24,9;50,25,10;47,26,10
46	10,1,8;12,2,8;7,3,9;13,3,10;1,5,9;14,6,8;9,6,10;11,7,6;4,7,7;23,7,6;2,8,8;29,9,7;19,9,7;21,9,8;25,10,9;22,10,9;18,11,7;24,13,8;30,13,8;15,14,9;43,14,8;40,15,10;39,15,9;20,16,7;34,16,6;36,17,8;35,18,7;42,19,7;44,20,10;56,20,8;49,20,9;38,21,8;48,21,10;54,21,6;59,22,8;46,24,9;53,24,10;50,25,7;45,27,9;51,28,9
47	5,1,10;12,1,8;10,4,9;9,4,9;3,4,6;0,5,9;7,6,7;14,7,8;1,8,10;4,9,9;19,9,10;15,9,7;28,10,6;27,10,9;25,11,8;20,11,10;26,12,10;21,13,10;23,14,9;38,14,6;16,15,6;33,16,10;43,17,9;34,18,7;36,19,6;40,20,9;39,20,9;30,20,10;42,21,10;59,21,6;32,22,10;49,23,8;57,24,7;52,25,6;56,25,6;58,25,6;55,26,8;51,26,6;47,27,9;46,28,10
48	2,1,8;1,2,9;10,3,10;5,4,7;8,5,8;6,5,7;14,6,9;7,6,6;3,7,8;9,8,6;23,8,8;24,8,6;26,9,7;25,9,6;20,10,8;28,10,10;17,12,6;15,12,9;19,13,6;36,14,9;22,15,6;41,15,6;39,16,7;33,17,10;38,17,10;42,18,10;35,20,8;37,21,8;31,21,8;30,22,8;58,23,9;48,24,9;52,24,6;49,24,8;53,25,7;55,26,9;50,26,9;51,27,9;59,28,9;56,29,7
49	2,1,9;0,1,6;5,1,7;10,2,6;4,2,10;14,2,8;1,3,8;8,3,9;21,3,10;22,4,6;9,7,7;23,7,6;20,7,7;11,8,10;16,8,7;29,9,6;28,10,9;19,10,7;15,11,10;27,12,7;34,13,6;37,13,9;44,14,10;42,16,6;36,16,6;38,16,6;32,17,7;41,18,6;35,18,10;40,19,7;48,20,7;50,20,6;54,21,9;53,21,6;58,22,7;56,24,10;47,24,7;46,25,6;57,26,10;45,28,9
50	2,1,8;12,2,9;1,2,6;3,2,9;10,3,7;0,4,6;14,5,9;7,5,9;8,6,10;21,6,8;5,7,6;20,7,7;19,9,6;28,9,10;29,10,8;25,11,9;17,11,9;15,11,6;18,12,9;31,12,6;26,14,10;40,16,6;39,16,6;36,18,10;37,18,6;35,19,10;44,19,6;32,20,10;33,21,6;57,21,10;50,23,7;30,24,6;48,25,8;53,25,9;49,25,10;54,26,6;52,27,9;47,27,9;55,29,7;46,33,8
51	12,1,7;0,1,7;11,2,10;5,2,8;3,2,9;10,3,6;7,4,8;9,5,9;16,6,9;1,7,10;13,8,9;15,8,9;29,9,9;17,9,8;27,9,6;18,10,7;28,10,8;19,10,10;25,11,6;35,13,8;30,14,7;41,14,6;21,15,10;34,15,10;33,16,10;42,17,7;36,17,6;37,18,9;40,18,8;39,19,8;57,19,6;52,19,9;54,20,8;51,20,10;59,22,7;56,23,8;48,24,9;58,24,9;46,25,7;53,26,6
52	0,2,8;8,2,6;2,2,7;9,3,10;4,3,9;5,4,8;10,4,10;13,5,9;6,5,10;25,5,8;18,7,8;1,8,9;15,8,7;26,9,8;17,9,6;22,9,7;24,10,7;27,11,9;21,11,8;37,12,6;16,13,6;34,13,8;43,14,7;36,14,6;32,15,7;41,15,8;40,16,8;30,16,6;44,17,7;57,17,7;38,19,7;55,19,7;54,19,6;58,20,7;53,22,7;49,22,6;59,23,9;45,24,9;51,25,8;50,29,8
53	
54	11,1,9;7,1,6;3,1,6;1,2,8;12,3,8;5,4,9;14,4,7;13,5,9;8,7,7;2,8,9;26,8,6;23,8,10;24,9,8;28,10,7;20,10,9;21,11,8;19,12,8;17,13,6;42,14,6;39,15,6;25,16,6;30,16,7;22,17,6;35,17,6;40,17,9;32,18,9;44,18,6;33,21,6;58,22,9;43,23,9;45,23,9;55,24,9;36,25,8;48,25,7;49,26,9;52,26,10;46,27,8;51,28,9;54,30,9;47,32,8
55	1,1,6;7,2,8;0,2,6;3,3,9;5,4,9;6,4,9;11,5,10;10,5,10;13,6,8;19,6,9;4,7,7;25,7,7;22,8,10;15,9,8;29,11,6;21,12,10;26,12,8;18,12,7;17,13,7;32,14,10;28,15,7;43,17,10;37,17,6;40,18,8;35,19,10;31,21,10;36,21,7;30,22,9;42,22,6;51,22,10;45,23,8;39,24,8;49,25,8;56,26,8;50,26,7;48,27,8;47,28,9;59,29,6;54,32,6;57,35,10
56	5,1,9;10,3,7;2,3,10;1,4,9;12,4,8;3,5,6;7,5,9;8,5,6;14,6,9;16,6,7;24,7,9;11,8,10;25,9,9;18,9,7;19,10,9;27,11,7;15,11,7;22,12,6;21,12,9;28,13,8;40,13,8;33,14,10;39,14,9;44,15,6;32,16,10;31,17,9;38,18,6;35,18,7;43,19,6;52,19,8;41,20,9;55,20,10;51,20,7;50,21,7;58,21,8;54,22,7;53,22,8;47,23,8;59,25,8;48,26,9
57	13,1,6;6,2,8;11,3,7;4,3,7;5,3,8;8,5,6;1,5,8;14,5,10;10,6,8;15,6,9;0,7,6;23,7,6;21,7,6;17,8,9;26,8,8;20,9,9;27,10,9;22,11,9;19,11,6;44,11,7;38,13,7;31,14,9;43,15,10;32,16,8;36,17,9;40,17,7;29,18,9;35,18,10;33,19,10;45,20,9;54,21,9;50,22,7;57,22,10;39,23,10;56,23,9;53,24,9;58,25,6;48,26,7;52,26,7;47,27,10
58	12,1,10;7,1,8;0,2,9;5,3,10;1,4,10;3,5,9;14,6,7;2,7,10;16,8,8;10,9,8;28,9,7;8,10,7;17,10,6;24,11,8;20,11,8;18,12,7;25,12,8;22,13,10;27,14,10;35,14,6;43,15,10;38,15,10;29,16,7;31,16,10;37,17,6;44,18,8;34,19,6;36,19,9;42,20,8;30,21,6;52,21,6;54,24,10;47,24,8;49,25,6;58,25,8;46,27,6;55,27,8;45,28,7;50,28,10;57,32,10
59	13,1,9;0,2,7;6,2,9;4,2,10;5,3,10;10,4,6;11,5,6;7,5,8;18,5,7;1,6,6;28,7,6;25,8,8;14,10,7;29,10,6;21,10,7;26,11,10;27,11,10;20,12,7;17,13,7;37,13,8;41,13,7;40,15,6;39,16,8;35,17,6;22,18,9;33,19,8;30,20,7;34,20,10;46,20,6;38,21,7;55,22,6;36,23,10;56,23,7;54,24,7;50,24,10;45,25,6;51,25,7;59,26,10;47,31,6;57,33,6
60	2,1,9;3,1,6;1,1,9;5,2,10;10,4,6;4,5,9;14,6,10;12,6,6;29,7,7;11,8,6;23,8,7;13,10,9;24,10,6;22,11,6;19,12,10;27,13,8;26,14,7;15,14,7;20,15,6;30,16,9;34,18,8;36,19,10;31,19,7;21,20,7;44,20,10;39,20,10;43,22,10;32,22,9;37,26,10;55,26,7;40,27,7;58,27,7;56,27,8;50,28,9;54,29,6;59,29,10;53,30,8;47,30,8;46,31,8;51,35,10
