14	12,1,10;8,1,7;2,2,10;6,2,10;11,3,6;14,4,6;9,5,10;0,5,8;7,6,9;13,7,9;17,8,10;29,9,6;25,9,9;20,9,7;26,10,8;28,15,8;18,15,6;16,16,7;21,17,7;44,18,6;15,19,9;35,20,6;40,20,7;43,20,9;39,21,10;30,22,6;32,22,8;33,23,7;59,23,6;31,24,6;37,25,6;47,25,9;49,26,7;50,26,9;55,26,9;52,27,6;53,27,8;46,28,9;51,29,8;56,31,9
15	10,1,6;7,1,10;14,2,9;11,2,8;9,3,9;13,4,8;5,4,8;6,5,7;8,6,6;29,6,9;27,7,10;12,8,10;17,8,9;26,9,9;21,10,9;16,11,8;20,11,10;18,11,8;28,12,9;41,12,6;34,15,8;40,16,7;23,17,10;42,18,7;31,18,10;30,19,6;36,20,10;43,20,9;51,20,8;35,21,8;52,21,10;39,22,6;48,23,6;47,23,8;57,24,9;53,25,10;58,25,8;49,26,7;56,27,6;55,29,10
16	11,1,10;4,1,6;6,2,10;13,2,9;12,4,10;3,5,6;8,5,8;0,6,10;1,7,6;25,7,6;2,8,7;15,8,10;24,8,8;23,9,7;26,9,6;28,10,8;29,10,10;21,11,7;17,13,9;41,13,9;19,14,6;35,14,7;42,15,6;37,15,10;32,15,6;39,16,8;38,16,8;36,17,6;52,19,8;33,20,6;59,21,9;44,22,9;58,22,8;53,23,7;56,23,8;54,24,6;49,24,7;45,25,8;47,26,9;55,27,10
17	12,1,7;9,1,8;2,2,7;11,3,9;5,4,9;1,5,6;10,7,8;7,8,7;8,9,7;6,10,6;20,10,8;15,11,7;29,11,9;23,12,6;21,12,6;16,12,6;26,13,8;28,13,9;17,14,6;39,14,7;18,15,6;42,16,7;41,16,8;36,17,8;34,17,9;35,17,9;37,19,8;30,20,9;33,21,6;51,21,8;44,22,7;49,22,10;56,22,9;55,23,9;54,23,6;48,24,10;53,26,7;50,28,8;45,29,10;57,30,9
18	8,1,9;1,1,10;14,2,7;13,2,9;2,3,10;0,4,10;3,4,9;9,4,10;4,5,6;7,6,7;23,7,6;19,7,6;25,8,6;15,9,9;21,9,7;16,10,6;26,11,6;24,11,6;43,12,7;18,13,9;20,14,8;38,14,8;41,15,10;34,15,8;30,15,6;42,16,7;31,17,9;40,17,9;37,18,6;32,20,7;58,21,7;46,21,8;51,22,7;53,23,9;48,24,8;54,24,7;45,25,8;56,26,7;50,27,10;47,28,6
19	13,2,7;11,3,8;3,4,9;9,6,6;2,7,7;6,7,6;8,8,10;0,8,7;18,8,6;10,10,8;28,10,10;27,11,8;17,12,8;29,13,9;16,13,10;21,14,6;12,16,7;20,16,7;40,17,7;22,19,8;31,19,7;41,20,9;30,21,6;33,22,9;42,23,6;25,24,7;35,25,9;37,25,6;55,26,7;32,27,7;54,28,9;46,29,8;39,30,8;56,30,8;58,31,10;52,32,9;59,32,10;57,33,10;48,34,9;53,35,8
20	14,1,10;12,1,8;2,2,10;8,2,6;1,3,10;7,4,10;6,5,9;5,6,7;16,6,6;13,7,6;29,7,6;22,8,7;26,8,7;11,9,8;15,9,8;18,10,8;17,10,7;24,11,8;19,11,8;23,13,7;37,13,7;36,13,10;44,15,7;41,16,7;39,17,7;35,18,9;30,19,9;43,20,6;34,21,9;46,21,8;53,22,6;50,22,10;32,23,6;57,23,7;54,24,9;58,25,8;51,25,10;55,27,6;45,28,7;47,29,7
21	14,1,8;12,3,8;6,3,7;1,4,8;9,5,7;10,5,6;0,5,6;7,6,10;2,7,8;26,8,9;17,8,10;8,9,8;19,9,7;18,10,7;15,10,6;20,11,8;22,12,7;27,12,8;41,13,10;25,14,10;37,14,7;28,15,8;34,15,6;44,16,10;30,18,10;33,18,8;39,19,8;43,21,7;51,22,10;38,23,7;54,23,8;45,24,7;40,25,7;58,25,7;47,25,6;49,26,6;46,26,8;52,26,6;48,27,6;55,30,6
22	13,1,7;3,2,8;10,2,9;4,2,10;6,3,7;1,3,7;9,4,10;8,4,10;0,5,9;25,5,9;14,7,8;20,9,9;21,9,9;19,9,7;22,10,7;27,10,6;29,12,8;15,13,8;24,14,7;18,15,7;35,15,8;41,16,8;44,17,7;34,17,8;30,17,6;43,18,10;42,20,10;40,20,6;54,20,8;32,22,10;52,22,10;38,23,10;49,23,7;58,24,7;51,25,9;47,26,10;48,27,9;59,27,6;46,28,10;45,29,10
23	6,2,10;14,2,9;3,4,9;0,4,6;11,4,9;13,6,9;1,8,7;4,10,6;8,10,8;17,10,10;28,11,6;27,12,6;16,12,10;10,13,7;21,13,7;18,13,8;15,14,10;24,14,8;22,15,7;32,15,9;44,16,7;37,16,8;34,17,10;20,19,6;40,19,8;38,20,7;43,20,6;42,21,6;33,21,6;57,21,7;52,22,6;58,22,8;41,23,9;45,26,10;54,27,9;55,27,9;51,28,10;49,28,10;48,29,8;46,30,7
24	11,1,7;0,2,8;9,2,8;13,2,8;3,3,6;10,3,8;8,3,10;6,6,9;22,6,7;4,7,9;17,7,6;14,8,9;29,8,8;28,8,9;15,9,9;23,9,6;19,10,6;24,11,9;21,11,7;25,13,7;38,13,10;32,14,8;33,15,9;41,15,10;35,15,6;43,16,8;34,17,8;30,18,9;47,18,6;51,19,6;39,20,6;55,20,8;59,21,6;57,21,7;36,23,7;53,23,9;45,24,9;56,25,8;49,26,9;48,29,6
25	10,1,8;7,3,10;0,4,10;9,4,8;14,5,7;13,5,9;4,6,10;2,6,7;5,7,9;17,7,7;29,10,9;26,11,7;1,12,8;16,13,10;28,14,8;19,15,6;25,16,7;24,16,7;15,18,10;36,18,9;22,19,6;35,19,10;30,19,8;38,20,8;33,20,10;39,21,8;34,22,8;40,23,7;32,24,6;50,24,8;48,25,10;56,25,7;58,26,7;52,26,10;43,27,10;45,28,6;53,29,10;46,31,9;51,31,8;55,34,8
26	4,1,9;3,2,9;6,3,9;2,3,7;14,4,8;8,5,9;13,7,9;12,8,6;1,8,10;10,10,9;19,10,10;26,12,7;25,12,10;29,13,7;20,13,7;17,14,6;28,14,10;24,15,9;44,16,10;43,17,9;22,18,8;34,18,6;40,19,8;41,19,8;23,21,9;36,21,9;33,22,9;38,23,8;56,23,7;32,24,9;52,24,10;50,24,9;51,25,7;55,26,7;54,27,7;59,28,6;53,28,8;35,29,9;57,30,10;46,31,8
27	2,1,7;8,1,6;4,1,8;1,2,7;6,3,7;14,4,6;5,4,7;12,5,7;9,5,6;24,5,7;26,7,7;15,7,7;23,8,7;0,9,7;28,9,7;21,10,6;29,10,6;16,11,10;19,12,9;30,13,8;25,14,9;39,14,6;37,14,10;40,15,10;34,15,7;32,15,7;31,17,8;43,18,10;42,19,9;51,19,9;53,20,7;45,20,8;47,21,10;48,21,10;41,22,9;59,22,6;55,24,10;46,24,8;54,25,10;50,26,7
28	6,1,8;11,1,7;7,2,10;14,4,9;2,5,9;8,6,7;10,6,7;12,7,6;26,7,8;9,9,10;13,10,9;16,10,6;24,10,10;21,12,10;17,13,7;22,13,10;28,14,6;15,14,9;18,15,10;44,16,6;33,16,9;23,17,7;43,17,9;32,18,6;34,19,7;31,19,8;39,20,6;35,21,6;57,21,8;36,22,10;46,22,7;58,23,10;41,24,9;49,24,10;50,25,8;56,25,9;47,26,7;53,26,10;52,29,8;55,32,7
29	0,1,9;11,3,10;2,3,9;10,4,9;8,4,7;6,5,6;4,6,7;5,7,7;3,7,7;26,7,8;21,8,7;23,9,10;22,9,10;27,10,8;18,11,6;19,11,7;7,12,8;25,13,8;28,14,8;40,14,9;36,14,8;43,15,8;30,15,7;29,17,8;32,18,7;34,19,9;41,20,6;42,20,8;33,21,10;49,21,6;39,22,6;45,22,8;53,23,10;55,24,8;54,24,8;48,25,10;57,25,7;46,26,8;59,27,9;58,29,10
30	6,1,6;2,2,6;4,4,7;12,5,7;11,5,7;10,6,7;14,6,10;7,7,7;22,7,6;0,8,8;27,9,6;28,10,7;15,10,6;9,11,9;21,11,10;24,11,8;29,12,8;26,13,10;37,13,8;23,14,7;36,14,7;19,15,9;30,15,9;35,15,8;43,16,7;34,17,7;32,19,8;38,20,7;33,20,8;56,20,8;40,21,7;59,21,8;58,21,9;57,22,9;53,22,7;55,23,8;46,25,9;52,26,8;54,28,9;47,29,6
31	11,1,7;2,2,8;10,2,8;8,3,10;1,4,10;13,4,6;5,5,6;9,6,9;0,8,6;14,10,10;28,10,10;26,10,8;16,11,10;21,11,9;27,12,6;17,13,9;25,15,6;20,16,6;23,16,7;22,17,8;32,18,6;42,18,9;40,19,8;41,19,10;34,19,7;44,20,8;43,21,10;31,22,9;33,23,7;56,23,10;54,24,10;57,24,7;35,26,10;46,26,7;49,27,7;59,27,7;47,28,7;52,29,8;55,29,8;48,30,9
32	14,1,10;5,1,6;10,2,10;2,2,6;11,7,9;4,7,8;12,8,10;9,8,8;29,8,10;15,9,10;21,10,6;1,12,7;22,12,9;24,12,8;18,14,10;0,15,10;27,15,8;20,16,8;39,16,7;16,17,6;26,18,6;38,18,6;44,18,9;32,19,10;42,20,7;36,21,8;40,22,7;33,23,6;51,23,6;30,24,8;54,24,7;37,25,9;58,25,6;46,27,6;49,28,9;50,29,9;55,30,7;57,32,10;45,33,7;59,35,9
33	
34	13,1,6;0,2,10;2,2,10;1,3,6;6,3,6;10,4,7;14,4,8;3,5,10;23,5,9;21,6,10;7,8,6;17,9,10;12,10,8;15,10,7;24,10,6;28,11,9;27,12,9;20,12,7;42,12,7;16,13,10;31,13,6;25,14,6;33,14,9;37,16,9;40,16,9;36,17,8;35,18,7;41,18,8;43,19,9;57,19,9;59,19,7;58,20,8;47,20,6;34,22,9;50,22,10;51,23,6;48,24,10;53,24,10;45,28,6;55,29,6
35	10,1,10;6,2,6;7,2,10;1,3,8;13,5,9;8,5,7;2,6,10;4,6,8;29,6,7;0,7,10;15,7,6;25,8,6;5,9,9;19,9,7;27,9,9;21,10,10;28,10,10;24,11,7;23,11,10;22,13,7;38,13,6;40,14,6;33,14,8;36,15,8;43,16,8;31,17,9;44,18,8;39,18,7;37,19,8;35,20,6;57,21,8;45,21,7;55,22,6;47,22,9;49,22,7;54,23,7;59,23,8;56,23,8;48,25,7;53,26,9
36	6,1,7;0,1,7;10,3,9;2,4,7;1,4,9;14,5,9;7,5,7;9,6,9;13,7,8;28,7,6;20,8,7;12,9,6;16,9,7;29,10,9;23,11,10;15,11,7;27,11,10;25,12,7;22,13,10;36,13,6;33,13,9;35,15,6;24,16,10;34,17,10;32,19,9;39,20,10;44,20,6;38,21,10;46,21,9;40,22,9;51,22,7;50,23,10;52,24,6;59,25,10;41,27,7;54,29,9;57,29,10;47,30,6;58,31,10;55,34,8
37	3,1,8;14,1,9;9,2,10;6,2,8;1,2,9;0,3,10;12,3,9;5,4,8;2,6,10;29,6,10;18,7,8;19,7,7;23,8,8;27,8,9;11,9,7;24,9,6;15,10,8;26,11,8;20,12,9;30,12,7;39,13,10;42,13,6;21,14,8;44,15,7;36,15,9;32,15,7;40,16,7;31,17,8;38,18,9;45,19,7;57,20,9;34,21,6;55,22,10;53,22,6;48,22,9;46,23,6;56,24,10;58,24,8;50,25,9;51,26,8
38	10,2,9;2,3,10;0,4,7;11,5,8;13,5,10;1,7,6;9,8,10;5,8,6;14,9,8;17,9,9;12,10,8;23,10,8;18,10,10;19,11,9;29,12,6;26,15,10;21,15,9;15,16,9;28,17,6;33,17,6;39,19,8;35,19,7;25,20,10;38,20,9;37,21,8;42,22,8;32,23,9;30,23,8;44,24,7;56,24,10;55,25,6;43,26,8;49,27,10;48,27,9;47,28,7;51,29,7;50,29,6;58,30,6;46,30,8;57,31,10
39	13,1,7;3,1,10;7,1,8;1,2,10;9,3,7;8,3,9;14,3,8;4,4,7;21,4,9;2,8,8;29,8,9;18,9,10;19,9,6;6,10,7;16,11,8;22,11,6;28,12,7;20,12,6;26,13,8;35,13,10;33,14,7;27,15,8;30,15,8;39,15,6;44,16,9;36,17,6;41,17,6;32,17,10;42,19,9;47,19,8;31,20,8;57,21,7;52,24,6;59,25,9;45,26,7;53,26,10;54,27,6;55,27,9;56,28,9;46,30,10
40	8,1,8;4,3,9;9,3,6;11,4,10;6,5,7;2,5,8;10,6,7;13,7,6;25,8,7;22,9,7;0,10,6;18,10,9;14,11,10;28,11,10;20,11,8;21,12,7;29,12,6;24,13,7;32,13,10;27,14,8;31,15,8;36,16,7;41,17,6;23,18,7;40,18,10;33,19,6;44,20,7;37,20,8;45,20,6;51,21,9;59,22,6;34,24,7;30,25,9;55,25,8;49,25,10;52,26,7;46,26,8;50,26,8;56,27,10;54,28,6
41	1,1,6;12,1,10;3,2,7;10,3,7;14,3,8;2,4,9;4,4,6;7,5,6;6,5,9;15,5,6;24,7,10;22,8,7;0,10,6;23,10,9;29,11,6;18,11,6;28,12,6;25,12,8;16,15,9;38,15,10;21,16,7;39,17,6;43,17,10;33,18,7;30,19,9;42,20,8;36,21,7;35,22,6;34,23,7;32,24,6;50,24,9;46,24,8;53,25,8;59,26,6;52,27,6;54,28,7;51,28,9;55,29,10;48,31,10;49,32,9
42	13,1,9;4,2,6;9,3,10;10,4,8;8,5,6;5,5,10;3,7,7;0,8,8;12,9,8;11,10,8;28,10,10;27,10,6;23,11,7;15,11,10;25,12,6;16,12,10;20,13,6;19,15,10;37,15,8;21,16,6;33,16,7;32,16,7;29,17,6;41,17,10;40,18,10;36,19,8;35,19,7;31,20,7;47,20,6;30,21,8;54,21,9;59,22,6;34,25,9;45,25,9;50,25,7;58,28,10;57,28,10;55,29,7;51,30,7;49,32,7
43	2,1,8;6,1,7;11,1,10;9,2,10;12,3,7;10,3,7;1,4,10;13,5,10;7,6,7;26,7,6;17,7,6;15,8,7;5,9,9;20,9,6;19,10,10;24,10,6;28,11,10;25,12,9;22,13,6;35,13,9;42,14,10;32,14,6;23,15,9;30,16,10;38,16,7;36,17,9;34,17,10;33,18,10;54,19,6;44,21,9;52,21,9;47,22,6;48,23,9;39,24,6;57,24,8;53,25,9;50,25,7;56,26,6;45,26,7;59,30,7
44	10,1,9;13,1,7;5,1,7;0,3,7;4,3,7;12,3,9;3,4,10;7,4,10;2,5,8;23,6,10;9,8,10;25,8,6;24,9,6;21,9,7;20,10,7;18,11,6;15,12,9;27,12,7;43,13,6;19,14,9;38,14,9;40,14,7;16,15,10;31,15,8;42,16,6;37,16,8;33,17,7;41,17,9;35,19,6;49,20,10;56,21,10;34,22,10;51,23,6;55,24,6;50,24,9;48,25,7;53,25,10;45,25,9;52,26,10;59,29,10
45	14,1,6;0,2,7;2,3,6;12,3,9;9,4,9;6,4,7;1,5,8;3,6,7;5,7,6;26,7,6;16,8,9;7,9,9;28,10,6;22,11,8;29,12,10;23,12,8;19,13,6;15,14,8;24,14,9;42,14,9;25,15,10;33,15,10;41,16,8;43,17,10;32,17,7;30,18,7;31,19,8;40,20,7;37,21,7;46,21,10;53,22,10;59,22,9;35,23,10;54,23,8;55,24,10;51,25,7;57,26,9;52,26,9;50,27,6;48,28,7
46	4,1,8;7,2,10;13,2,7;14,4,9;11,5,6;1,6,7;8,6,6;9,7,9;24,7,9;6,9,6;22,10,8;26,11,8;0,12,6;23,12,7;20,13,7;17,13,10;18,13,10;21,14,10;25,15,7;30,16,9;16,18,8;31,18,7;34,19,8;39,19,10;41,20,6;43,20,6;38,20,10;42,21,10;36,21,8;58,22,7;37,23,10;48,23,8;52,25,10;55,26,7;45,29,6;46,30,8;49,31,10;57,32,6;51,33,8;54,34,6
47	8,1,6;5,2,6;12,3,8;10,4,6;9,4,10;4,5,6;1,6,10;0,6,9;25,6,6;14,7,7;6,8,9;16,8,8;22,8,6;19,9,7;27,10,7;24,11,7;23,11,6;18,12,8;42,12,8;15,13,7;36,14,7;38,14,10;30,15,7;20,16,9;43,17,9;33,17,7;37,18,6;44,19,10;31,20,9;46,21,9;34,22,7;52,22,6;45,23,10;55,23,8;50,23,10;51,24,9;54,25,9;49,26,10;53,26,6;48,28,7
48	1,2,10;13,2,6;9,3,9;2,3,6;14,3,9;10,4,7;0,4,9;12,6,10;20,7,9;5,8,7;17,9,6;3,10,7;24,11,9;15,11,9;28,12,6;29,13,8;16,15,9;21,16,10;44,16,7;22,17,7;34,17,10;33,17,6;18,19,6;31,20,10;36,21,10;43,21,7;42,22,7;41,23,7;37,23,10;51,23,8;35,24,9;46,24,9;48,25,10;45,26,10;56,26,7;55,26,7;52,27,9;47,27,10;53,29,10;58,30,7
49	0,2,9;1,4,6;2,4,9;11,6,10;8,6,8;13,7,7;4,7,8;7,7,8;5,9,9;19,9,7;24,10,9;9,11,9;22,11,10;18,12,9;28,13,9;16,15,10;25,16,6;21,16,10;26,17,7;35,17,7;30,17,10;23,18,6;33,18,9;34,18,6;42,19,8;31,19,10;40,20,10;43,20,10;32,21,10;37,22,10;51,23,9;54,23,8;47,24,10;49,24,6;45,25,7;50,25,7;46,26,6;48,27,10;57,28,6;55,29,10
50	2,1,9;13,1,10;1,2,9;10,3,10;7,3,9;6,4,9;12,4,8;11,5,8;4,6,6;21,6,8;24,7,10;25,7,7;23,8,9;15,9,6;26,9,8;8,10,9;17,10,6;27,11,8;22,11,7;37,11,8;20,13,8;31,13,7;33,14,7;32,15,8;44,15,6;38,16,9;41,16,6;35,16,10;43,17,9;59,17,10;39,19,8;45,20,8;53,20,6;48,21,9;46,21,10;55,22,7;51,22,10;50,22,7;57,23,7;52,25,6
51	11,1,8;5,1,6;8,1,6;4,2,7;7,2,6;14,2,10;6,4,6;10,4,9;2,5,9;16,5,8;15,7,8;29,7,9;20,8,10;9,9,9;19,9,8;21,10,7;28,10,6;23,11,9;25,12,9;24,13,8;39,13,10;44,14,7;40,14,6;34,15,8;43,15,8;33,16,7;38,16,10;37,18,8;36,19,9;54,19,6;32,20,10;45,20,9;51,21,10;58,23,10;56,24,6;52,24,10;47,26,10;55,26,6;46,27,7;59,33,6
52	
53	11,1,9;9,1,9;14,1,9;6,3,7;3,3,8;12,4,7;7,5,10;1,6,7;2,7,6;27,7,10;4,8,10;23,8,10;25,10,7;21,11,10;26,11,9;28,11,7;20,12,9;17,13,7;36,13,7;19,14,10;31,14,7;22,15,6;42,15,9;44,15,10;34,16,10;38,17,8;40,19,10;41,20,7;33,20,6;35,22,7;46,22,6;58,24,6;48,24,8;51,24,6;45,25,9;54,26,9;47,26,8;49,27,10;59,28,10;53,29,10
54	1,1,8;8,1,7;11,2,10;0,3,8;5,3,6;3,4,8;4,4,7;10,5,9;7,5,7;25,5,8;20,7,6;13,8,10;22,9,7;28,10,9;24,11,8;16,12,7;15,12,9;18,13,7;29,13,7;21,15,9;30,16,10;41,16,6;37,17,7;31,17,10;40,18,8;35,18,9;44,19,10;32,20,7;34,20,9;50,20,6;45,21,10;39,22,10;56,22,9;57,23,7;46,23,6;54,23,9;52,25,6;55,26,6;48,28,6;58,29,7
55	11,2,8;9,2,9;14,3,8;6,4,10;13,4,7;12,4,8;0,5,10;1,6,6;8,6,10;23,6,10;2,7,6;22,7,10;16,9,6;26,9,7;25,10,10;18,10,7;27,11,10;28,11,9;24,12,9;31,12,8;29,13,9;44,14,9;41,14,10;43,15,10;37,16,8;35,17,9;40,17,8;32,18,9;39,20,8;46,20,9;45,22,9;47,22,10;33,23,10;55,23,8;49,24,10;52,25,8;57,26,9;58,26,8;51,27,8;53,28,6
56	
57	6,1,7;1,1,9;10,2,6;13,2,10;9,3,6;7,3,9;3,3,8;8,4,7;19,5,10;14,7,6;17,8,6;11,10,8;29,10,6;26,11,9;28,11,8;23,11,6;15,12,7;16,12,9;20,13,9;33,13,6;22,15,6;41,15,6;42,16,9;43,17,10;36,17,9;35,18,8;30,18,8;38,19,10;37,20,10;45,21,10;34,22,6;46,24,8;49,25,6;58,25,6;59,26,7;53,27,6;55,27,9;57,27,8;50,28,6;56,31,8
58	5,1,7;12,1,6;7,3,10;10,4,7;14,5,8;2,5,10;4,7,8;13,7,6;11,8,10;21,8,8;1,9,8;23,10,8;25,10,7;24,11,6;15,11,10;18,11,9;29,13,6;22,13,8;31,13,7;38,14,7;19,15,8;34,15,8;26,16,7;41,16,6;43,17,8;30,18,10;32,19,10;36,19,8;33,20,8;56,20,10;42,21,10;58,21,7;59,21,10;52,22,9;55,22,7;50,23,10;57,25,10;46,25,6;54,26,6;53,27,10
59	14,1,10;1,1,6;4,3,7;5,4,7;3,4,9;6,4,7;2,5,9;11,6,10;17,6,9;23,7,9;0,9,7;26,9,9;22,11,10;24,11,6;10,12,8;21,13,10;27,14,7;19,15,7;39,15,8;18,16,9;32,16,8;20,17,10;31,17,7;37,18,7;36,18,6;40,19,7;44,19,7;38,21,10;58,21,10;45,22,10;35,23,7;52,23,10;42,24,9;53,24,7;50,26,9;46,27,10;51,28,8;57,28,6;47,29,6;55,32,6
60	5,1,9;13,3,9;0,3,10;10,4,9;6,5,9;3,5,7;2,5,7;4,6,10;8,7,6;23,7,10;24,8,7;29,9,9;16,9,7;17,10,7;22,11,8;20,12,7;26,13,8;28,14,7;25,15,7;14,16,8;36,16,7;37,17,8;40,17,10;39,17,10;34,18,6;31,19,6;42,20,7;35,20,6;44,21,8;38,22,10;53,22,10;49,23,9;56,23,6;50,24,6;59,25,8;45,25,8;54,26,6;55,27,9;46,28,9;51,29,9
